id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum
113,249570.671875,172992.21875,392144.1875,17123.1171875,-47734.2929688,91616.921875,169110.046875,-259678.25,783.924560547,-102617.195312
114,139892.96875,372345.875,171709.15625,141304.1875,-148009.296875,-10340.0283203,159322.03125,23249.6933594,-39514.3554688,69439.1015625
117,299327.15625,388460.625,108251.617188,175138.28125,-90569.046875,-180825.953125,262064.265625,-118062.351562,-171073.671875,111933.578125
119,317603.0625,523625.25,387201.84375,-29579.4550781,20496.6210938,-168373.96875,371952.09375,-215640.609375,-18179.0449219,193370.984375
121,30870.6210938,359317.625,228590.828125,8931.203125,-60888.9453125,-114536.734375,-121097.703125,26513.9941406,153441.421875,53365.4414062
123,-121601.789062,88944.359375,289248.46875,-128297.867188,70669.375,342549.125,253880.90625,98622.2578125,-23602.5761719,139116.578125
125,-141008.28125,234452.671875,129221.507812,206356.171875,-31340.7050781,-161482.625,211223.578125,73520.109375,-180998.171875,-12483.0917969
126,108503.539062,443135.75,50221.7382812,257439.546875,-131869.3125,-148581.625,202298.09375,68660.0546875,201522.734375,204898.203125
128,194051.65625,362677.34375,222979.8125,121109.960938,-151453.453125,-131963.3125,177461.203125,-22749.9550781,-8267.79394531,-127136.757812
131,38732.125,234805.640625,347757.84375,120802.132812,2029.35253906,-47950.5585938,276925.6875,-99549.421875,-86286.515625,60938.2695312
135,117295.226562,408004.6875,256820.53125,32625.859375,-18884.2050781,-157715.265625,192265.671875,-123641.304688,-86108.921875,200594.171875
136,113199.820312,403917.71875,171259.25,176166.734375,93662.203125,-181711.359375,276474.3125,129507.90625,-72396.421875,-69767.9921875
137,117827.734375,344944.46875,297234.8125,122053.054688,-122451.640625,-107035.367188,328840.9375,-62493.0195312,14500.0810547,18338.8457031
138,242818.578125,81176.1640625,393814.625,126530.007812,-27220.8984375,-29666.5292969,147731.265625,-137160.46875,120054.671875,24718.8691406
141,262801.5,388949.4375,247307.109375,89390.8515625,40026.84375,-217428.609375,312211.90625,89539.796875,8491.79980469,38602.7226562
144,-34843.6640625,636547.8125,393163.90625,-116157.515625,58638.421875,-175881.6875,288179.90625,-11169.5292969,-287931.5625,158579.125
147,406771.5625,285077.875,155110.859375,259361.34375,-178822.078125,-209139.03125,358660.71875,38674.2890625,-39903.6992188,98248.84375
150,142914.140625,199196.46875,348299.21875,-27491.2167969,203936.953125,-114477.445312,101724.765625,80983.9921875,-92269.234375,446315.375
151,-72782.703125,381694.71875,252003.59375,80274.203125,-38117.5078125,-183098.40625,322677.46875,-12352.3925781,-68709.359375,149930.0625
154,57606.3125,308736.5,333310.1875,736.546386719,57149.71875,-136310.625,349346.8125,115109.679688,13341.9873047,246569.890625
156,146467.609375,360514.34375,326594.09375,119274.640625,-153472.859375,-35281.9570312,171534.890625,-82131.703125,-37827.3867188,170616.953125
157,-309723.1875,62030.28125,189251.734375,-6243.36376953,168510.765625,453489.03125,122959.28125,194958.640625,-208421.1875,-43208.1992188
158,156084.359375,196157.515625,363395.90625,202582.65625,-191496.984375,125543.335938,148455.578125,-298939.75,-76967.015625,-63851.3632812
159,-1013.42004395,12057.6259766,247019.25,116529.984375,361876.46875,62049.296875,223753.546875,-212344.578125,26546.2363281,223810.484375
161,-7786.58789062,398652.65625,151129.75,163763.40625,51138.0234375,-193958.28125,265152.03125,-86469.1328125,41962.2695312,71161.3671875
162,60941.234375,349961.8125,347577.96875,23181.1875,-74519.15625,2417.50292969,274975.46875,-78876.3046875,-174851.921875,19444.3300781
170,232458.40625,222966.828125,295845.4375,105482.609375,-60201.3632812,-100278.289062,263064.78125,44121.109375,-8214.66894531,74771.703125
172,-92790.515625,-7393.20214844,292364.59375,21643.1796875,-116451.242188,116353.78125,257740.765625,167598.828125,138342.6875,196890.078125
174,101209.101562,393373.78125,114807.828125,106780.585938,51408.984375,-214130.234375,290245.21875,126494.21875,-131913.609375,81707.078125
176,428077.6875,161119.234375,427091.375,4084.80029297,-153635.3125,-4865.66894531,160449.40625,-185704.21875,-24622.6699219,-70164.0
177,23950.1679688,261043.328125,106031.671875,289416.09375,4671.65136719,-113704.59375,285133.09375,-24879.1152344,2880.92456055,245.283615112
180,44264.3085938,331381.84375,275169.3125,175246.578125,-164997.765625,-44464.6054688,252204.578125,-156326.84375,-24228.4199219,95322.09375
181,159792.828125,331392.65625,168963.53125,157127.25,76405.1015625,-185802.890625,267722.59375,149080.96875,13252.7998047,52314.0351562
182,-11620.7773438,352769.0,176700.1875,395531.59375,-33431.1484375,-58589.7070312,328514.71875,77657.0859375,165437.0,-2267.48193359
184,178789.84375,498019.46875,263085.0,611.413574219,-2714.42089844,-160964.65625,57219.0195312,-78405.1640625,20497.9238281,122310.75
185,156857.453125,331623.125,361722.6875,114021.164062,-20540.1601562,74913.1484375,217577.609375,10803.2519531,-191630.640625,55881.2539062
187,47986.375,388852.25,167657.0,24351.8710938,10108.0224609,-171920.75,282989.375,81167.4609375,-1327.70043945,181565.328125
191,14006.0214844,334983.1875,318013.6875,235119.859375,-86583.28125,-56884.9882812,300696.8125,-169465.25,-18300.5449219,25705.1308594
192,77640.484375,277642.03125,69833.546875,4930.66357422,93562.78125,-79215.3203125,112300.3125,-86418.3046875,127295.578125,2752.17431641
193,22871.8164062,230769.421875,385581.25,-182806.046875,74145.625,-24374.1816406,181283.140625,-58260.6210938,-64431.0429688,240164.53125
195,-19402.8027344,327913.8125,165700.484375,183092.84375,25822.5273438,-249568.59375,232700.265625,191136.359375,109282.296875,113750.039062
197,-55964.3945312,431234.6875,129881.890625,110968.367188,-47972.8085938,-119886.078125,183313.421875,-80250.3203125,39891.3632812,162366.859375
200,26322.9589844,318149.78125,276852.5,168303.546875,-33776.03125,-91112.8125,217501.328125,-32284.1230469,-78370.546875,2427.47119141
205,94504.8828125,314244.28125,284151.3125,94684.2421875,-61616.8320312,74988.5625,155632.296875,-76562.0859375,-24493.4511719,58850.8945312
207,30146.4277344,373297.34375,360876.3125,41141.7460938,-99857.59375,37944.3789062,138323.96875,-114336.59375,-38425.0117188,123344.804688
208,80301.8515625,419930.09375,247708.671875,153925.140625,-137911.640625,-156725.078125,250361.0625,44349.359375,99829.109375,32176.8613281
209,105342.898438,283973.59375,216734.375,113028.398438,11481.4150391,-221733.78125,233571.4375,162333.96875,94858.953125,156698.703125
210,369749.53125,186772.0625,279535.6875,148694.703125,-784.022521973,-71350.125,363115.96875,84387.6640625,75228.421875,43610.7226562
213,144001.703125,197267.859375,204000.203125,98507.7109375,-95358.6484375,-43502.0273438,273362.96875,73217.1640625,-58546.2304688,48691.9414062
220,-90950.890625,249738.171875,297725.15625,40493.1210938,161719.03125,-80196.125,273160.15625,-104597.4375,-307081.5625,272553.75
221,549276.6875,289652.3125,226856.75,173310.921875,-113822.703125,-21083.9414062,206437.34375,-114059.085938,47587.9882812,55175.0039062
222,432670.0625,285205.40625,407230.625,213894.15625,-247333.375,-50578.1132812,29639.1699219,96613.3359375,1908.67456055,107139.4375
223,-37724.1679688,146547.234375,256584.3125,91886.6328125,-119101.015625,-88369.296875,-34320.4765625,385135.6875,31869.4863281,-50431.3085938
226,283829.78125,277428.71875,374440.8125,97062.0078125,34366.875,-175290.75,186133.90625,-110976.359375,-158795.671875,33562.6679688
229,403454.9375,117908.796875,351527.625,60467.1328125,-241804.0625,48252.7382812,3058.03955078,-143391.734375,-70213.171875,-16097.3105469
230,51007.2539062,200962.546875,443076.8125,177336.578125,-160396.453125,41174.2226562,186672.90625,-12186.3535156,-67236.171875,17953.1894531
232,103497.757812,57861.65625,216131.90625,345849.46875,-81100.4140625,-242186.125,246990.359375,176452.140625,14387.1748047,30665.6582031
234,47944.1132812,393554.09375,122369.40625,377539.21875,-164059.015625,-127638.796875,237224.265625,154638.875,43174.2695312,88732.53125
236,70449.96875,345702.125,285645.875,34995.2617188,1415.25878906,-187385.65625,294475.65625,79471.2265625,-95570.203125,-17615.3496094
244,170190.234375,329605.0625,270007.21875,44648.9726562,-133866.359375,-11951.5908203,332439.96875,18317.7910156,-52515.2617188,105844.765625
250,87066.515625,249752.5,351202.125,114724.132812,-94423.2578125,33924.5039062,276698.34375,-145410.96875,9726.86230469,63388.9179688
251,75479.0625,417263.4375,227513.796875,54728.140625,-22479.6933594,-161281.84375,193893.640625,76525.5390625,12990.6123047,125134.34375
254,351629.75,444113.25,281854.96875,39664.75,-107419.257812,-184928.625,370201.71875,93257.6171875,-67030.546875,234579.1875
255,-100754.171875,351985.78125,310063.6875,-13998.03125,-45162.8046875,-56613.8476562,290021.34375,-24279.3378906,-80641.390625,115992.8125
261,604468.1875,342268.1875,260032.40625,145752.890625,-129714.015625,22608.1875,134350.578125,-216312.9375,-1900.38793945,34505.2539062
264,282239.3125,442731.78125,181078.140625,227453.421875,-228385.640625,-55457.2460938,269765.375,-141902.453125,-183734.5,33162.9023438
266,241354.234375,286061.4375,243206.15625,71869.9296875,-50145.8554688,-111180.84375,259756.234375,159613.015625,-3671.01293945,112125.859375
271,212399.015625,210475.046875,247333.84375,155659.84375,-222606.484375,-39535.8085938,150187.46875,26015.9199219,55104.1445312,57088.8632812
272,64418.1523438,51245.484375,265201.59375,185799.34375,7814.4765625,-153144.703125,171623.109375,114083.617188,184415.796875,-98633.140625
274,231800.109375,217583.4375,429905.75,48630.3203125,23167.96875,-105809.210938,302879.5,-172674.375,-45189.6679688,-8382.13085938
276,357661.8125,369448.3125,236421.546875,93718.34375,-75924.796875,-217416.59375,194364.796875,112269.367188,70574.015625,149795.0
277,-60710.6914062,347787.1875,325619.96875,5933.32373047,29759.7851562,-13334.0048828,224051.75,-119236.523438,-255770.046875,50360.6289062
279,123397.9375,98682.328125,363303.09375,306951.59375,69944.9765625,-56661.1914062,468022.46875,34228.1328125,29908.0800781,-47000.9414062
281,80184.109375,321721.8125,361119.875,96260.234375,-77656.53125,-59966.9335938,246278.890625,-116687.070312,-64846.2617188,15693.7675781
284,67417.046875,433414.125,219335.921875,81895.796875,-88157.4609375,-215349.65625,70612.453125,-214220.21875,-78719.890625,103600.257812
285,57280.1640625,281370.59375,260089.96875,30334.2890625,-63504.671875,-26437.4667969,230114.984375,-84735.7109375,51633.8945312,11769.2363281
287,68092.4765625,323728.28125,294873.4375,50825.796875,39684.9765625,-236838.578125,340559.28125,140481.96875,10971.8935547,-2704.14599609
292,27838.9238281,319407.5625,388987.9375,-61197.1054688,-1256.31933594,-21731.5644531,-56067.5664062,-79416.734375,-60309.6992188,147220.1875
293,223960.890625,530000.5,217512.890625,-181487.765625,195786.734375,-146431.796875,191426.25,-43851.6640625,-35423.6367188,65880.28125
295,222496.484375,528347.0,255767.609375,-87495.421875,-22768.9375,-112398.953125,250927.640625,5708.9453125,-152266.390625,155114.359375
296,-3650.58813477,306616.65625,264369.375,157385.75,-53565.2226562,-63256.6523438,271432.8125,-52174.2109375,1129.23706055,131594.6875
297,52004.5390625,387779.21875,302695.875,175484.515625,89117.328125,-131916.34375,194351.25,23771.0878906,-38393.1992188,39790.7382812
299,89131.390625,381882.53125,316106.46875,67051.9453125,13551.5205078,-129792.304688,294642.21875,90577.8125,-44928.9492188,-19587.4042969
300,182276.5,258201.71875,376839.4375,151088.578125,-281990.1875,131352.34375,167975.203125,-66433.2890625,-22092.7949219,125164.257812
301,110451.320312,441384.03125,237555.078125,29109.6523438,-16423.28125,-224736.171875,269125.40625,134963.375,-171418.671875,136714.140625
305,-65797.484375,183042.15625,568248.6875,-4178.49267578,-30283.140625,135811.34375,301512.84375,-57904.796875,-84556.15625,7427.55322266
308,522271.4375,344535.375,347110.84375,198441.34375,-283771.0,-59234.6992188,311495.03125,-190449.59375,-80360.296875,26411.0332031
312,54657.9960938,432624.875,192377.734375,42309.265625,1167.92675781,-205391.75,106866.8125,-28884.9355469,108138.609375,244988.625
313,174754.328125,188131.671875,447163.625,116117.007812,-77562.171875,127344.859375,152870.140625,-64280.359375,-57697.9179688,2052.80712891
316,254287.265625,204499.078125,238942.390625,245405.828125,-64017.4882812,-218938.65625,267565.46875,133009.640625,116756.640625,38550.8945312
318,-8602.02832031,351347.78125,209207.28125,117836.179688,-83365.9765625,-12483.4267578,261883.234375,-41339.859375,-42753.2929688,87891.90625
320,37607.8945312,157524.90625,314124.78125,119934.226562,25098.5625,-112207.335938,238737.75,28610.875,92376.796875,110441.4375
332,83770.4765625,449360.9375,190216.96875,21431.4296875,-20279.984375,-108759.476562,348915.125,-57260.9804688,135314.078125,63396.5039062
337,225854.375,491698.1875,366561.3125,-47236.546875,60055.4414062,-153768.90625,-20687.8574219,-110007.585938,8294.14355469,-52403.6835938
343,250122.46875,537751.6875,292732.90625,-23400.0898438,81752.0390625,-82192.3125,12812.6660156,-198951.9375,41390.6757812,161304.890625
346,-60816.5273438,396144.40625,95497.15625,119170.289062,27891.8320312,-252526.515625,326469.625,-100897.429688,-13800.9189453,88572.015625
347,-61803.7929688,481617.59375,196896.265625,-6305.03955078,36542.921875,-35044.6992188,317253.0,-133396.03125,-137517.984375,164256.609375
351,353148.34375,366019.53125,281435.53125,49426.7734375,-1139.07714844,-66386.140625,317744.25,-107339.039062,-16759.4199219,132602.34375
352,374800.75,292783.71875,297252.3125,160460.765625,36923.4296875,-236222.140625,210954.984375,199885.1875,60783.0195312,89411.90625
353,188376.890625,369492.5625,220127.625,110954.132812,-218310.421875,-30654.1074219,205558.640625,-157770.34375,-12235.2001953,15200.7265625
359,446431.34375,407767.625,292040.40625,132846.203125,-248513.03125,-96417.25,41839.65625,10108.7324219,-284.950439453,112935.25
361,314071.125,375179.21875,345132.5625,155695.46875,-42696.4296875,-240647.8125,268021.4375,139311.28125,-87113.609375,133047.546875
368,86284.171875,430539.75,239981.6875,-71445.921875,178612.140625,-256227.65625,228122.125,-275922.40625,7110.70605469,311435.75
370,186017.09375,472356.71875,228875.46875,37878.3984375,-19500.875,-191964.9375,228092.515625,17333.140625,-86782.109375,180936.515625
372,385476.5,419785.59375,445196.6875,26322.5742188,29705.2265625,-932.301757812,151651.5,99627.1171875,-162072.609375,-17888.7167969
373,204728.8125,440339.59375,156628.8125,146863.953125,87753.640625,-278015.59375,306673.28125,82083.46875,-41580.8242188,8451.08007812
378,216090.921875,169934.640625,531259.25,-149265.875,146824.765625,13655.5810547,74247.0390625,-122210.828125,-115682.921875,83398.296875
381,-20620.0078125,-127413.601562,173349.15625,-203467.421875,112680.710938,306060.875,304812.4375,79248.6328125,34073.0507812,176982.625
384,44615.3242188,368595.90625,223741.484375,108099.320312,-13917.0517578,-72554.90625,156228.390625,-239322.65625,-106719.796875,-30882.9335938
385,-65696.296875,258411.765625,138326.0625,49413.7226562,-137885.8125,13174.0341797,37877.0546875,-111151.6875,23155.2988281,223227.171875
391,88406.9609375,253486.546875,267842.375,-160367.203125,205263.078125,-20522.9707031,-37024.6015625,-202008.921875,57513.0820312,84866.484375
395,375396.75,255193.515625,329329.875,90836.6796875,-176472.59375,6270.86425781,265484.09375,-82042.21875,-12175.9501953,13217.7207031
399,105864.515625,297805.0,340589.65625,84978.96875,-135892.65625,23529.4160156,160325.203125,-103061.554688,-54624.9179688,-20681.1464844
400,153372.984375,514845.21875,355314.21875,-32115.0078125,134466.234375,-132080.03125,354389.53125,-208456.859375,-233129.0,218244.515625
401,63622.5898438,564561.1875,176577.578125,103096.984375,57572.0429688,-226023.3125,260901.53125,-10965.5097656,-110897.078125,51158.8789062
402,89382.6875,393353.15625,363721.59375,94848.4140625,-190201.546875,-81817.734375,273799.5625,-85906.8359375,-138733.265625,48869.2148438
403,-98636.4296875,311371.09375,137920.3125,237249.796875,-182269.078125,-77084.8359375,111416.335938,12241.9746094,98000.515625,66906.59375
405,67813.75,498669.84375,236555.28125,66365.7578125,-156876.03125,-20741.6933594,155921.40625,-208292.5,56131.6132812,110380.609375
406,224689.015625,233159.078125,299718.09375,78657.6796875,-33116.9453125,-10695.8310547,147706.734375,-62344.9609375,-21871.0136719,175848.828125
407,23342.2753906,366345.15625,279439.375,91542.984375,-152295.65625,-117860.75,287652.78125,-162156.734375,17105.7363281,161366.109375
414,52420.2734375,477652.71875,130290.578125,5957.63427734,92679.3984375,-181759.484375,98462.71875,-156524.6875,-129722.578125,53905.6601562
421,74779.46875,307629.28125,482784.90625,193234.546875,-58530.0703125,-14199.4736328,186515.578125,-189934.421875,22137.3925781,-88949.34375
422,-76671.4609375,250484.828125,183499.203125,63525.7421875,46431.8710938,-193473.640625,304475.90625,90760.2890625,-128913.828125,165120.78125
424,249823.828125,257898.109375,431411.0625,56650.9375,70721.078125,-198952.65625,334424.25,138954.0,-66477.453125,81943.2109375
429,309977.6875,413988.46875,441028.5625,-91098.1640625,6314.57910156,-39708.8320312,308248.71875,-301153.875,-42041.0117188,246110.640625
432,249240.125,196076.34375,260895.03125,125277.757812,139472.640625,-85283.2109375,295096.03125,192080.875,-22197.8886719,52392.9257812
434,346136.5,335614.15625,266136.125,203748.703125,-198606.265625,-214501.9375,232491.765625,261257.6875,89824.640625,121899.09375
439,333546.125,206892.0625,239730.90625,234343.640625,-34008.515625,-91316.3359375,461584.03125,125475.484375,-8431.32519531,74653.5546875
441,496085.5625,322426.34375,251220.5625,244409.03125,-327827.65625,-131779.828125,226360.0625,-14657.4257812,-31321.3886719,32660.2207031
442,170318.546875,232846.796875,202833.625,326419.71875,-1565.89746094,-53549.8554688,367384.84375,26854.7402344,54664.5507812,-8241.52929688
447,153131.171875,508383.09375,172336.34375,-154376.5,187255.421875,-242150.625,179252.734375,-153589.5,-12323.3876953,164171.25
448,481225.375,421433.96875,148799.90625,188396.296875,-151127.46875,-222883.046875,163302.484375,-157365.3125,120962.546875,120371.070312
453,200509.015625,477259.78125,267172.34375,-95760.90625,-34473.9726562,-112076.273438,239451.015625,-195595.8125,-117844.453125,197975.5
457,140599.953125,197826.71875,306608.4375,127767.117188,-63350.3945312,29849.8457031,7906.73046875,41199.0703125,19112.5800781,93445.96875
465,25290.7363281,313417.09375,248781.6875,283777.15625,218091.109375,123958.90625,166158.890625,-95123.640625,33023.1757812,195509.328125
471,-68688.671875,393602.0,319824.625,-25638.546875,37025.2734375,-20989.0644531,234584.8125,-75364.0546875,-182108.640625,103668.195312
472,351243.6875,327056.90625,369594.125,-1685.41455078,31985.5273438,-195446.296875,156127.234375,-122031.210938,-91200.390625,-9778.03320312
473,88527.6875,225802.484375,249436.25,188527.015625,-32516.9765625,-165829.15625,310455.65625,17824.5644531,-52739.1367188,32121.9003906
474,85287.1171875,243764.640625,346519.5,173992.640625,-107321.0625,880.846679688,154793.34375,-68181.9765625,-128303.671875,19280.6425781
476,27004.1230469,-32156.1523438,296859.0,-150810.609375,39703.0820312,338997.875,238383.5625,7206.82617188,-51490.2460938,9149.91601562
477,159938.15625,377994.375,250643.46875,96321.1328125,-228632.578125,-115791.34375,197627.234375,-29259.3847656,-7588.76269531,102972.859375
479,469921.3125,425038.71875,136207.3125,248754.5,-213497.1875,-119216.984375,61166.8789062,23191.7792969,28307.1738281,77809.65625
480,193879.53125,300957.40625,288379.59375,90302.359375,-74909.15625,-9023.16894531,232272.015625,-26605.2832031,-118249.703125,66894.6484375
483,86545.5859375,391481.0625,305976.5625,-32768.828125,-20921.296875,-131394.421875,209012.0625,16476.4902344,-196497.390625,100848.71875
484,46360.3710938,71327.2890625,415417.25,-7672.45361328,123512.476562,-79403.921875,378256.21875,156314.453125,-12564.9501953,-70229.5
486,37963.8867188,453005.65625,322621.625,-16435.890625,-13211.1533203,-184370.671875,242706.734375,29606.8515625,-143896.171875,99079.3203125
495,138797.609375,371288.875,268548.09375,206506.625,-129004.765625,-138864.984375,192312.234375,26174.1542969,-94765.984375,-103375.429688
500,102294.78125,362496.71875,393636.59375,182816.71875,56924.4296875,-167490.25,316935.03125,23509.7617188,-107133.015625,81409.359375
503,115296.203125,402650.34375,404595.84375,12728.1210938,40725.9765625,-160506.9375,-97716.921875,-239917.734375,27598.5800781,21087.3066406
504,413191.3125,96102.359375,431346.8125,28230.671875,-152390.953125,8050.34667969,19962.2597656,-35533.765625,-138416.359375,-30600.1074219
507,119396.625,403992.875,238054.734375,116086.335938,23982.7695312,-337576.9375,378963.78125,52282.2421875,-125470.640625,93267.984375
509,-69780.390625,333063.59375,151519.75,175081.578125,-98724.421875,-100882.71875,298505.90625,-49803.6953125,17335.1113281,69775.9765625
512,122219.90625,298437.09375,121214.351562,260012.125,-242963.390625,-27200.0292969,313021.15625,-35877.1484375,-14562.2626953,62198.3632812
515,481627.3125,398326.40625,351220.875,59644.1992188,-150821.40625,-174516.859375,385484.96875,-100749.070312,-2081.45043945,154379.5
518,159835.3125,330204.34375,334825.875,-209578.890625,308918.34375,-18485.5175781,-31106.1464844,51625.4414062,-186472.9375,89563.515625
525,125635.265625,69054.484375,317467.75,332889.25,-5556.26269531,-83781.765625,352857.0625,152384.609375,9695.01855469,-46706.4492188
526,87225.84375,124233.328125,389260.375,-116095.90625,151789.171875,14633.2646484,244845.21875,-50612.3984375,-40459.9492188,7995.79150391
527,-38279.2304688,281318.8125,253604.953125,217712.234375,-76150.5078125,-46370.1054688,247457.015625,22736.5996094,-157406.765625,58038.7304688
529,27121.0351562,49408.9609375,412034.5625,66917.4921875,46806.6210938,-193687.953125,45457.4375,116680.945312,-122485.359375,135362.4375
