,id,image,species
61,103,./data/standardized_images/103.jpg,Rhododendron_x_Russellianum
62,106,./data/standardized_images/106.jpg,Ilex_Cornuta
63,107,./data/standardized_images/107.jpg,Tilia_Oliveri
64,108,./data/standardized_images/108.jpg,Quercus_Semecarpifolia
65,109,./data/standardized_images/109.jpg,Quercus_Texana
66,115,./data/standardized_images/115.jpg,Celtis_Koraiensis
67,116,./data/standardized_images/116.jpg,Ginkgo_Biloba
68,118,./data/standardized_images/118.jpg,Acer_Palmatum
69,120,./data/standardized_images/120.jpg,Quercus_Variabilis
70,122,./data/standardized_images/122.jpg,Liriodendron_Tulipifera
71,124,./data/standardized_images/124.jpg,Liquidambar_Styraciflua
72,127,./data/standardized_images/127.jpg,Quercus_Phellos
73,129,./data/standardized_images/129.jpg,Quercus_Crassifolia
74,130,./data/standardized_images/130.jpg,Quercus_Palustris
75,132,./data/standardized_images/132.jpg,Quercus_Phellos
76,133,./data/standardized_images/133.jpg,Quercus_Alnifolia
77,134,./data/standardized_images/134.jpg,Quercus_Afares
78,139,./data/standardized_images/139.jpg,Quercus_Canariensis
79,140,./data/standardized_images/140.jpg,Alnus_Maximowiczii
80,142,./data/standardized_images/142.jpg,Quercus_Agrifolia
81,143,./data/standardized_images/143.jpg,Callicarpa_Bodinieri
82,145,./data/standardized_images/145.jpg,Prunus_Avium
83,146,./data/standardized_images/146.jpg,Acer_Pictum
84,148,./data/standardized_images/148.jpg,Acer_Rufinerve
85,149,./data/standardized_images/149.jpg,Lithocarpus_Cleistocarpus
86,152,./data/standardized_images/152.jpg,Viburnum_x_Rhytidophylloides
87,153,./data/standardized_images/153.jpg,Celtis_Koraiensis
88,155,./data/standardized_images/155.jpg,Ilex_Aquifolium
89,160,./data/standardized_images/160.jpg,Acer_Circinatum
90,163,./data/standardized_images/163.jpg,Quercus_Coccinea
91,164,./data/standardized_images/164.jpg,Acer_Circinatum
92,165,./data/standardized_images/165.jpg,Quercus_Cerris
93,166,./data/standardized_images/166.jpg,Acer_Circinatum
94,167,./data/standardized_images/167.jpg,Acer_Saccharinum
95,168,./data/standardized_images/168.jpg,Quercus_Chrysolepis
96,169,./data/standardized_images/169.jpg,Celtis_Koraiensis
97,171,./data/standardized_images/171.jpg,Quercus_Semecarpifolia
98,173,./data/standardized_images/173.jpg,Eucalyptus_Neglecta
99,175,./data/standardized_images/175.jpg,Betula_Austrosinensis
100,178,./data/standardized_images/178.jpg,Ginkgo_Biloba
101,179,./data/standardized_images/179.jpg,Quercus_Canariensis
102,183,./data/standardized_images/183.jpg,Tilia_Platyphyllos
103,186,./data/standardized_images/186.jpg,Alnus_Cordata
104,188,./data/standardized_images/188.jpg,Populus_Nigra
105,189,./data/standardized_images/189.jpg,Quercus_Coccinea
106,190,./data/standardized_images/190.jpg,Quercus_Variabilis
107,194,./data/standardized_images/194.jpg,Quercus_Pyrenaica
108,196,./data/standardized_images/196.jpg,Arundinaria_Simonii
109,198,./data/standardized_images/198.jpg,Alnus_Cordata
110,199,./data/standardized_images/199.jpg,Arundinaria_Simonii
111,201,./data/standardized_images/201.jpg,Acer_Capillipes
112,202,./data/standardized_images/202.jpg,Quercus_Kewensis
113,203,./data/standardized_images/203.jpg,Acer_Palmatum
114,204,./data/standardized_images/204.jpg,Quercus_Agrifolia
115,206,./data/standardized_images/206.jpg,Quercus_Agrifolia
116,211,./data/standardized_images/211.jpg,Tilia_Tomentosa
117,212,./data/standardized_images/212.jpg,Liriodendron_Tulipifera
118,214,./data/standardized_images/214.jpg,Magnolia_Heptapeta
119,215,./data/standardized_images/215.jpg,Quercus_Dolicholepis
120,216,./data/standardized_images/216.jpg,Acer_Mono
121,217,./data/standardized_images/217.jpg,Cornus_Macrophylla
122,218,./data/standardized_images/218.jpg,Crataegus_Monogyna
123,219,./data/standardized_images/219.jpg,Liquidambar_Styraciflua
124,224,./data/standardized_images/224.jpg,Cotinus_Coggygria
125,225,./data/standardized_images/225.jpg,Quercus_x_Turneri
126,227,./data/standardized_images/227.jpg,Acer_Capillipes
127,228,./data/standardized_images/228.jpg,Quercus_Castaneifolia
128,231,./data/standardized_images/231.jpg,Ilex_Cornuta
129,233,./data/standardized_images/233.jpg,Lithocarpus_Edulis
130,235,./data/standardized_images/235.jpg,Acer_Circinatum
131,237,./data/standardized_images/237.jpg,Populus_Grandidentata
132,238,./data/standardized_images/238.jpg,Acer_Rubrum
133,239,./data/standardized_images/239.jpg,Tilia_Platyphyllos
134,240,./data/standardized_images/240.jpg,Quercus_Cerris
135,241,./data/standardized_images/241.jpg,Lithocarpus_Edulis
136,242,./data/standardized_images/242.jpg,Cercis_Siliquastrum
137,243,./data/standardized_images/243.jpg,Quercus_Agrifolia
138,245,./data/standardized_images/245.jpg,Quercus_Pubescens
139,246,./data/standardized_images/246.jpg,Quercus_Suber
140,247,./data/standardized_images/247.jpg,Quercus_Pontica
141,248,./data/standardized_images/248.jpg,Ilex_Aquifolium
142,249,./data/standardized_images/249.jpg,Celtis_Koraiensis
143,252,./data/standardized_images/252.jpg,Lithocarpus_Cleistocarpus
144,253,./data/standardized_images/253.jpg,Acer_Saccharinum
145,256,./data/standardized_images/256.jpg,Magnolia_Salicifolia
146,257,./data/standardized_images/257.jpg,Quercus_Crassifolia
147,258,./data/standardized_images/258.jpg,Fagus_Sylvatica
148,259,./data/standardized_images/259.jpg,Quercus_Trojana
149,260,./data/standardized_images/260.jpg,Quercus_Afares
150,262,./data/standardized_images/262.jpg,Quercus_Palustris
151,263,./data/standardized_images/263.jpg,Quercus_Imbricaria
152,265,./data/standardized_images/265.jpg,Eucalyptus_Urnigera
153,267,./data/standardized_images/267.jpg,Quercus_Ilex
154,268,./data/standardized_images/268.jpg,Acer_Circinatum
155,269,./data/standardized_images/269.jpg,Phildelphus
156,270,./data/standardized_images/270.jpg,Quercus_Crassipes
157,273,./data/standardized_images/273.jpg,Cornus_Controversa
158,275,./data/standardized_images/275.jpg,Quercus_Hartwissiana
159,278,./data/standardized_images/278.jpg,Quercus_Variabilis
160,280,./data/standardized_images/280.jpg,Quercus_x_Turneri
161,282,./data/standardized_images/282.jpg,Populus_Nigra
162,283,./data/standardized_images/283.jpg,Quercus_Chrysolepis
163,286,./data/standardized_images/286.jpg,Betula_Austrosinensis
164,288,./data/standardized_images/288.jpg,Acer_Mono
165,289,./data/standardized_images/289.jpg,Eucalyptus_Glaucescens
166,290,./data/standardized_images/290.jpg,Alnus_Rubra
167,291,./data/standardized_images/291.jpg,Viburnum_Tinus
168,294,./data/standardized_images/294.jpg,Populus_Adenopoda
169,298,./data/standardized_images/298.jpg,Quercus_Pyrenaica
170,302,./data/standardized_images/302.jpg,Eucalyptus_Neglecta
171,303,./data/standardized_images/303.jpg,Quercus_Pubescens
172,304,./data/standardized_images/304.jpg,Morus_Nigra
173,306,./data/standardized_images/306.jpg,Quercus_x_Turneri
174,307,./data/standardized_images/307.jpg,Quercus_Imbricaria
175,309,./data/standardized_images/309.jpg,Quercus_Crassipes
176,310,./data/standardized_images/310.jpg,Eucalyptus_Urnigera
177,311,./data/standardized_images/311.jpg,Acer_Pictum
178,314,./data/standardized_images/314.jpg,Alnus_Rubra
179,315,./data/standardized_images/315.jpg,Quercus_Dolicholepis
180,317,./data/standardized_images/317.jpg,Acer_Opalus
181,319,./data/standardized_images/319.jpg,Quercus_Trojana
182,321,./data/standardized_images/321.jpg,Quercus_Suber
183,322,./data/standardized_images/322.jpg,Acer_Platanoids
184,323,./data/standardized_images/323.jpg,Quercus_Vulcanica
185,324,./data/standardized_images/324.jpg,Acer_Palmatum
186,325,./data/standardized_images/325.jpg,Lithocarpus_Cleistocarpus
187,326,./data/standardized_images/326.jpg,Quercus_Chrysolepis
188,327,./data/standardized_images/327.jpg,Quercus_Variabilis
189,328,./data/standardized_images/328.jpg,Magnolia_Heptapeta
190,329,./data/standardized_images/329.jpg,Quercus_Palustris
191,330,./data/standardized_images/330.jpg,Quercus_Crassipes
192,331,./data/standardized_images/331.jpg,Acer_Platanoids
193,333,./data/standardized_images/333.jpg,Quercus_Pyrenaica
194,334,./data/standardized_images/334.jpg,Alnus_Viridis
195,335,./data/standardized_images/335.jpg,Fagus_Sylvatica
196,336,./data/standardized_images/336.jpg,Zelkova_Serrata
197,338,./data/standardized_images/338.jpg,Magnolia_Salicifolia
198,339,./data/standardized_images/339.jpg,Betula_Pendula
199,340,./data/standardized_images/340.jpg,Quercus_Agrifolia
200,341,./data/standardized_images/341.jpg,Betula_Austrosinensis
201,342,./data/standardized_images/342.jpg,Olea_Europaea
202,344,./data/standardized_images/344.jpg,Quercus_Ellipsoidalis
203,345,./data/standardized_images/345.jpg,Quercus_x_Hispanica
204,348,./data/standardized_images/348.jpg,Lithocarpus_Cleistocarpus
205,349,./data/standardized_images/349.jpg,Quercus_Kewensis
206,350,./data/standardized_images/350.jpg,Quercus_x_Hispanica
207,354,./data/standardized_images/354.jpg,Quercus_Palustris
208,355,./data/standardized_images/355.jpg,Quercus_Shumardii
209,356,./data/standardized_images/356.jpg,Quercus_Rubra
210,357,./data/standardized_images/357.jpg,Alnus_Viridis
211,358,./data/standardized_images/358.jpg,Liquidambar_Styraciflua
212,360,./data/standardized_images/360.jpg,Cotinus_Coggygria
213,362,./data/standardized_images/362.jpg,Acer_Pictum
214,363,./data/standardized_images/363.jpg,Magnolia_Heptapeta
215,364,./data/standardized_images/364.jpg,Acer_Rufinerve
216,365,./data/standardized_images/365.jpg,Acer_Saccharinum
217,366,./data/standardized_images/366.jpg,Crataegus_Monogyna
218,367,./data/standardized_images/367.jpg,Populus_Adenopoda
219,369,./data/standardized_images/369.jpg,Quercus_Crassifolia
220,371,./data/standardized_images/371.jpg,Alnus_Sieboldiana
221,374,./data/standardized_images/374.jpg,Alnus_Viridis
222,375,./data/standardized_images/375.jpg,Quercus_Rhysophylla
223,376,./data/standardized_images/376.jpg,Alnus_Sieboldiana
224,377,./data/standardized_images/377.jpg,Quercus_Shumardii
225,379,./data/standardized_images/379.jpg,Quercus_x_Turneri
226,380,./data/standardized_images/380.jpg,Callicarpa_Bodinieri
227,382,./data/standardized_images/382.jpg,Quercus_Crassifolia
228,383,./data/standardized_images/383.jpg,Quercus_Rubra
229,386,./data/standardized_images/386.jpg,Tilia_Oliveri
230,387,./data/standardized_images/387.jpg,Quercus_Agrifolia
231,388,./data/standardized_images/388.jpg,Populus_Grandidentata
232,389,./data/standardized_images/389.jpg,Quercus_Rubra
233,390,./data/standardized_images/390.jpg,Morus_Nigra
234,392,./data/standardized_images/392.jpg,Quercus_Agrifolia
235,393,./data/standardized_images/393.jpg,Eucalyptus_Urnigera
236,394,./data/standardized_images/394.jpg,Alnus_Viridis
237,396,./data/standardized_images/396.jpg,Liquidambar_Styraciflua
238,397,./data/standardized_images/397.jpg,Populus_Nigra
239,398,./data/standardized_images/398.jpg,Cercis_Siliquastrum
240,404,./data/standardized_images/404.jpg,Acer_Rufinerve
241,408,./data/standardized_images/408.jpg,Acer_Platanoids
242,409,./data/standardized_images/409.jpg,Tilia_Oliveri
243,410,./data/standardized_images/410.jpg,Lithocarpus_Edulis
244,411,./data/standardized_images/411.jpg,Magnolia_Salicifolia
245,412,./data/standardized_images/412.jpg,Arundinaria_Simonii
246,413,./data/standardized_images/413.jpg,Ginkgo_Biloba
247,415,./data/standardized_images/415.jpg,Betula_Pendula
248,416,./data/standardized_images/416.jpg,Tilia_Platyphyllos
249,417,./data/standardized_images/417.jpg,Quercus_Palustris
250,418,./data/standardized_images/418.jpg,Tilia_Oliveri
251,419,./data/standardized_images/419.jpg,Cytisus_Battandieri
252,420,./data/standardized_images/420.jpg,Quercus_Rubra
253,423,./data/standardized_images/423.jpg,Arundinaria_Simonii
254,425,./data/standardized_images/425.jpg,Castanea_Sativa
255,426,./data/standardized_images/426.jpg,Quercus_Crassifolia
256,427,./data/standardized_images/427.jpg,Cercis_Siliquastrum
257,428,./data/standardized_images/428.jpg,Lithocarpus_Edulis
258,430,./data/standardized_images/430.jpg,Liriodendron_Tulipifera
259,431,./data/standardized_images/431.jpg,Pterocarya_Stenoptera
260,433,./data/standardized_images/433.jpg,Quercus_Pontica
261,435,./data/standardized_images/435.jpg,Quercus_Imbricaria
262,436,./data/standardized_images/436.jpg,Ulmus_Bergmanniana
263,437,./data/standardized_images/437.jpg,Fagus_Sylvatica
264,438,./data/standardized_images/438.jpg,Quercus_Texana
265,440,./data/standardized_images/440.jpg,Populus_Grandidentata
266,443,./data/standardized_images/443.jpg,Betula_Austrosinensis
267,444,./data/standardized_images/444.jpg,Quercus_Trojana
268,445,./data/standardized_images/445.jpg,Quercus_Ellipsoidalis
269,446,./data/standardized_images/446.jpg,Quercus_Shumardii
270,449,./data/standardized_images/449.jpg,Olea_Europaea
271,450,./data/standardized_images/450.jpg,Cornus_Chinensis
272,451,./data/standardized_images/451.jpg,Quercus_Pontica
273,452,./data/standardized_images/452.jpg,Quercus_Brantii
274,454,./data/standardized_images/454.jpg,Arundinaria_Simonii
275,455,./data/standardized_images/455.jpg,Populus_Adenopoda
276,456,./data/standardized_images/456.jpg,Prunus_Avium
277,458,./data/standardized_images/458.jpg,Quercus_Chrysolepis
278,459,./data/standardized_images/459.jpg,Tilia_Tomentosa
279,460,./data/standardized_images/460.jpg,Quercus_Pyrenaica
280,461,./data/standardized_images/461.jpg,Betula_Pendula
281,462,./data/standardized_images/462.jpg,Ginkgo_Biloba
282,463,./data/standardized_images/463.jpg,Cornus_Macrophylla
283,464,./data/standardized_images/464.jpg,Arundinaria_Simonii
284,466,./data/standardized_images/466.jpg,Tilia_Platyphyllos
285,467,./data/standardized_images/467.jpg,Cornus_Macrophylla
286,468,./data/standardized_images/468.jpg,Quercus_Shumardii
287,469,./data/standardized_images/469.jpg,Quercus_Coccinea
288,470,./data/standardized_images/470.jpg,Populus_Nigra
289,475,./data/standardized_images/475.jpg,Alnus_Rubra
290,478,./data/standardized_images/478.jpg,Quercus_Agrifolia
291,481,./data/standardized_images/481.jpg,Quercus_Rhysophylla
292,482,./data/standardized_images/482.jpg,Quercus_Semecarpifolia
293,485,./data/standardized_images/485.jpg,Quercus_Nigra
294,487,./data/standardized_images/487.jpg,Quercus_Kewensis
295,488,./data/standardized_images/488.jpg,Betula_Austrosinensis
296,489,./data/standardized_images/489.jpg,Acer_Mono
297,490,./data/standardized_images/490.jpg,Quercus_Ellipsoidalis
298,491,./data/standardized_images/491.jpg,Quercus_Trojana
299,492,./data/standardized_images/492.jpg,Quercus_Castaneifolia
300,493,./data/standardized_images/493.jpg,Alnus_Rubra
301,494,./data/standardized_images/494.jpg,Quercus_Brantii
302,496,./data/standardized_images/496.jpg,Acer_Circinatum
303,497,./data/standardized_images/497.jpg,Quercus_Imbricaria
304,498,./data/standardized_images/498.jpg,Acer_Capillipes
305,499,./data/standardized_images/499.jpg,Acer_Mono
306,501,./data/standardized_images/501.jpg,Liriodendron_Tulipifera
307,502,./data/standardized_images/502.jpg,Olea_Europaea
308,505,./data/standardized_images/505.jpg,Alnus_Cordata
309,506,./data/standardized_images/506.jpg,Acer_Saccharinum
310,508,./data/standardized_images/508.jpg,Quercus_Alnifolia
311,510,./data/standardized_images/510.jpg,Quercus_Coccinea
312,511,./data/standardized_images/511.jpg,Acer_Platanoids
313,513,./data/standardized_images/513.jpg,Cornus_Chinensis
314,514,./data/standardized_images/514.jpg,Quercus_x_Hispanica
315,516,./data/standardized_images/516.jpg,Fagus_Sylvatica
316,517,./data/standardized_images/517.jpg,Quercus_Agrifolia
317,519,./data/standardized_images/519.jpg,Lithocarpus_Cleistocarpus
318,520,./data/standardized_images/520.jpg,Phildelphus
319,521,./data/standardized_images/521.jpg,Quercus_Pubescens
320,522,./data/standardized_images/522.jpg,Salix_Intergra
321,523,./data/standardized_images/523.jpg,Cornus_Macrophylla
322,524,./data/standardized_images/524.jpg,Quercus_x_Hispanica
323,528,./data/standardized_images/528.jpg,Viburnum_Tinus
324,530,./data/standardized_images/530.jpg,Populus_Grandidentata
325,532,./data/standardized_images/532.jpg,Ginkgo_Biloba
326,535,./data/standardized_images/535.jpg,Zelkova_Serrata
327,538,./data/standardized_images/538.jpg,Liriodendron_Tulipifera
328,539,./data/standardized_images/539.jpg,Quercus_Ilex
329,542,./data/standardized_images/542.jpg,Prunus_X_Shmittii
330,543,./data/standardized_images/543.jpg,Quercus_Phillyraeoides
331,545,./data/standardized_images/545.jpg,Quercus_Phillyraeoides
332,547,./data/standardized_images/547.jpg,Quercus_Semecarpifolia
333,548,./data/standardized_images/548.jpg,Quercus_Cerris
334,550,./data/standardized_images/550.jpg,Morus_Nigra
335,551,./data/standardized_images/551.jpg,Cercis_Siliquastrum
336,552,./data/standardized_images/552.jpg,Cotinus_Coggygria
337,553,./data/standardized_images/553.jpg,Cytisus_Battandieri
338,556,./data/standardized_images/556.jpg,Viburnum_x_Rhytidophylloides
339,558,./data/standardized_images/558.jpg,Callicarpa_Bodinieri
340,559,./data/standardized_images/559.jpg,Populus_Adenopoda
341,561,./data/standardized_images/561.jpg,Populus_Grandidentata
342,562,./data/standardized_images/562.jpg,Magnolia_Salicifolia
343,563,./data/standardized_images/563.jpg,Quercus_Shumardii
344,564,./data/standardized_images/564.jpg,Quercus_Ellipsoidalis
345,566,./data/standardized_images/566.jpg,Celtis_Koraiensis
346,568,./data/standardized_images/568.jpg,Liquidambar_Styraciflua
347,569,./data/standardized_images/569.jpg,Acer_Capillipes
348,570,./data/standardized_images/570.jpg,Acer_Rufinerve
349,571,./data/standardized_images/571.jpg,Cytisus_Battandieri
350,572,./data/standardized_images/572.jpg,Cotinus_Coggygria
351,573,./data/standardized_images/573.jpg,Liquidambar_Styraciflua
352,576,./data/standardized_images/576.jpg,Quercus_Coccinea
353,581,./data/standardized_images/581.jpg,Quercus_Crassipes
354,582,./data/standardized_images/582.jpg,Cercis_Siliquastrum
355,585,./data/standardized_images/585.jpg,Lithocarpus_Cleistocarpus
356,588,./data/standardized_images/588.jpg,Eucalyptus_Neglecta
357,589,./data/standardized_images/589.jpg,Acer_Platanoids
358,592,./data/standardized_images/592.jpg,Castanea_Sativa
359,593,./data/standardized_images/593.jpg,Quercus_Rubra
360,595,./data/standardized_images/595.jpg,Quercus_Afares
361,596,./data/standardized_images/596.jpg,Quercus_Canariensis
362,597,./data/standardized_images/597.jpg,Lithocarpus_Cleistocarpus
363,598,./data/standardized_images/598.jpg,Tilia_Platyphyllos
364,600,./data/standardized_images/600.jpg,Ilex_Aquifolium
365,601,./data/standardized_images/601.jpg,Populus_Nigra
366,603,./data/standardized_images/603.jpg,Quercus_Semecarpifolia
367,605,./data/standardized_images/605.jpg,Quercus_Coccinea
368,606,./data/standardized_images/606.jpg,Eucalyptus_Neglecta
369,609,./data/standardized_images/609.jpg,Phildelphus
370,610,./data/standardized_images/610.jpg,Acer_Capillipes
371,614,./data/standardized_images/614.jpg,Cornus_Controversa
372,615,./data/standardized_images/615.jpg,Betula_Pendula
373,616,./data/standardized_images/616.jpg,Lithocarpus_Edulis
374,618,./data/standardized_images/618.jpg,Quercus_Ilex
375,619,./data/standardized_images/619.jpg,Lithocarpus_Edulis
376,620,./data/standardized_images/620.jpg,Salix_Fragilis
377,621,./data/standardized_images/621.jpg,Betula_Pendula
378,622,./data/standardized_images/622.jpg,Cotinus_Coggygria
379,623,./data/standardized_images/623.jpg,Fagus_Sylvatica
380,628,./data/standardized_images/628.jpg,Quercus_Hartwissiana
381,629,./data/standardized_images/629.jpg,Alnus_Cordata
382,630,./data/standardized_images/630.jpg,Crataegus_Monogyna
383,631,./data/standardized_images/631.jpg,Quercus_x_Hispanica
384,632,./data/standardized_images/632.jpg,Quercus_Coccifera
385,633,./data/standardized_images/633.jpg,Olea_Europaea
386,634,./data/standardized_images/634.jpg,Populus_Nigra
387,635,./data/standardized_images/635.jpg,Cornus_Macrophylla
388,636,./data/standardized_images/636.jpg,Ulmus_Bergmanniana
389,637,./data/standardized_images/637.jpg,Tilia_Platyphyllos
390,641,./data/standardized_images/641.jpg,Acer_Rufinerve
391,642,./data/standardized_images/642.jpg,Quercus_Brantii
392,645,./data/standardized_images/645.jpg,Ginkgo_Biloba
393,646,./data/standardized_images/646.jpg,Alnus_Viridis
394,647,./data/standardized_images/647.jpg,Alnus_Cordata
395,649,./data/standardized_images/649.jpg,Tilia_Tomentosa
396,651,./data/standardized_images/651.jpg,Acer_Rufinerve
397,652,./data/standardized_images/652.jpg,Acer_Rufinerve
398,654,./data/standardized_images/654.jpg,Quercus_Greggii
399,656,./data/standardized_images/656.jpg,Populus_Adenopoda
400,657,./data/standardized_images/657.jpg,Quercus_Pontica
401,660,./data/standardized_images/660.jpg,Eucalyptus_Urnigera
402,661,./data/standardized_images/661.jpg,Viburnum_x_Rhytidophylloides
403,662,./data/standardized_images/662.jpg,Cornus_Chinensis
404,663,./data/standardized_images/663.jpg,Alnus_Maximowiczii
405,664,./data/standardized_images/664.jpg,Quercus_Infectoria_sub
406,667,./data/standardized_images/667.jpg,Quercus_Cerris
407,669,./data/standardized_images/669.jpg,Salix_Intergra
408,671,./data/standardized_images/671.jpg,Viburnum_Tinus
409,672,./data/standardized_images/672.jpg,Betula_Austrosinensis
410,673,./data/standardized_images/673.jpg,Phildelphus
411,675,./data/standardized_images/675.jpg,Quercus_Chrysolepis
412,676,./data/standardized_images/676.jpg,Sorbus_Aria
413,677,./data/standardized_images/677.jpg,Cornus_Macrophylla
414,678,./data/standardized_images/678.jpg,Eucalyptus_Glaucescens
415,680,./data/standardized_images/680.jpg,Quercus_Texana
416,681,./data/standardized_images/681.jpg,Salix_Intergra
417,682,./data/standardized_images/682.jpg,Quercus_Greggii
418,684,./data/standardized_images/684.jpg,Quercus_Crassipes
419,685,./data/standardized_images/685.jpg,Tilia_Oliveri
420,689,./data/standardized_images/689.jpg,Eucalyptus_Glaucescens
421,692,./data/standardized_images/692.jpg,Quercus_Variabilis
422,693,./data/standardized_images/693.jpg,Quercus_Nigra
423,694,./data/standardized_images/694.jpg,Populus_Grandidentata
424,695,./data/standardized_images/695.jpg,Quercus_Vulcanica
425,697,./data/standardized_images/697.jpg,Ilex_Cornuta
426,698,./data/standardized_images/698.jpg,Acer_Rubrum
427,700,./data/standardized_images/700.jpg,Rhododendron_x_Russellianum
428,704,./data/standardized_images/704.jpg,Salix_Fragilis
429,706,./data/standardized_images/706.jpg,Quercus_Crassipes
430,709,./data/standardized_images/709.jpg,Crataegus_Monogyna
431,710,./data/standardized_images/710.jpg,Rhododendron_x_Russellianum
432,711,./data/standardized_images/711.jpg,Morus_Nigra
433,712,./data/standardized_images/712.jpg,Populus_Nigra
434,713,./data/standardized_images/713.jpg,Acer_Rufinerve
435,714,./data/standardized_images/714.jpg,Sorbus_Aria
436,716,./data/standardized_images/716.jpg,Morus_Nigra
437,717,./data/standardized_images/717.jpg,Alnus_Viridis
438,718,./data/standardized_images/718.jpg,Zelkova_Serrata
439,720,./data/standardized_images/720.jpg,Eucalyptus_Glaucescens
440,721,./data/standardized_images/721.jpg,Crataegus_Monogyna
441,722,./data/standardized_images/722.jpg,Liriodendron_Tulipifera
442,724,./data/standardized_images/724.jpg,Quercus_Nigra
443,726,./data/standardized_images/726.jpg,Quercus_Pontica
444,727,./data/standardized_images/727.jpg,Acer_Rubrum
445,728,./data/standardized_images/728.jpg,Quercus_Alnifolia
446,730,./data/standardized_images/730.jpg,Quercus_Nigra
447,732,./data/standardized_images/732.jpg,Olea_Europaea
448,733,./data/standardized_images/733.jpg,Quercus_Ilex
449,737,./data/standardized_images/737.jpg,Cornus_Chinensis
450,738,./data/standardized_images/738.jpg,Alnus_Sieboldiana
451,740,./data/standardized_images/740.jpg,Populus_Adenopoda
452,741,./data/standardized_images/741.jpg,Sorbus_Aria
453,742,./data/standardized_images/742.jpg,Quercus_Brantii
454,745,./data/standardized_images/745.jpg,Cornus_Chinensis
455,747,./data/standardized_images/747.jpg,Betula_Austrosinensis
456,748,./data/standardized_images/748.jpg,Magnolia_Salicifolia
457,749,./data/standardized_images/749.jpg,Magnolia_Salicifolia
